DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,year,hour,crime_severity
211304823,2021-01-19,2021-01-19,1427,13,Newton,1309,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1300 1309 0416 1813 2000,58,M,B,101.0,STREET,307.0,VEHICLE,AO,Adult Other,236.0,0.0,0.0,0.0,1900    IMPERIAL                     ST,Unknown,34.0215,-118.2314,2021,14,Moderate
200700596,2020-03-03,2020-03-03,2225,7,Wilshire,735,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1814 2000,35,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,0.0,0.0,0.0,600 S  BURNSIDE                     AV,Unknown,34.0649,-118.3493,2020,22,Moderate
230816898,2023-11-14,2023-11-14,2106,8,West LA,839,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,M,O,203.0,OTHER BUSINESS,0.0,Unknown,IC,Invest Cont,442.0,0.0,0.0,0.0,10200    SANTA MONICA                 BL,Unknown,34.0611,-118.4184,2023,21,Low
201415273,2020-08-11,2020-08-09,1900,14,Pacific,1496,1,330,BURGLARY FROM VEHICLE,0321 0344 0329 1307 1609,31,F,W,707.0,GARAGE/CARPORT,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,5900 W  CENTURY                      BL,Unknown,33.9456,-118.3932,2020,19,Moderate
230410164,2023-07-08,2023-07-08,200,4,Hollenbeck,412,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,2600    LACY                         ST,Unknown,34.0818,-118.2204,2023,2,Low
240104166,2023-12-20,2023-12-16,100,1,Central,185,1,330,BURGLARY FROM VEHICLE,0344 1307,27,M,O,101.0,STREET,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,200 E  11TH                         ST,Unknown,34.0384,-118.2571,2023,1,Moderate
210122447,2021-12-19,2021-12-06,1815,1,Central,118,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822,37,F,H,116.0,OTHER/OUTSIDE,0.0,Unknown,IC,Invest Cont,440.0,0.0,0.0,0.0,1300    CARDINAL                     ST,Unknown,34.0631,-118.2307,2021,18,Low
210913452,2021-08-30,2021-08-28,2230,9,Van Nuys,946,2,354,THEFT OF IDENTITY,0930,58,F,B,116.0,OTHER/OUTSIDE,0.0,Unknown,IC,Invest Cont,354.0,0.0,0.0,0.0,5900    MURIETTA                     AV,Unknown,34.1776,-118.4389,2021,22,Low
221200718,2022-07-04,2022-07-04,200,12,77th Street,1267,1,210,ROBBERY,0342 0334 0449 1822 0344 0416 0446 2023,29,M,H,505.0,MOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,0.0,0.0,0.0,8400 S  FIGUEROA                     ST,Unknown,33.9628,-118.2827,2022,2,Moderate
230817032,2023-11-17,2023-11-17,1705,8,West LA,859,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443,13,F,W,104.0,DRIVEWAY,511.0,VERBAL THREAT,AO,Adult Other,930.0,0.0,0.0,0.0,1400 S  WOOSTER                      ST,Unknown,34.0544,-118.3826,2023,17,Low
221408732,2022-04-05,2022-04-04,900,14,Pacific,1444,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,13600    MARINA POINTE                DR,Unknown,33.9849,-118.4445,2022,9,Low
231507397,2023-03-22,2023-03-03,1855,15,N Hollywood,1526,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",Unknown,0,X,X,203.0,OTHER BUSINESS,0.0,Unknown,IC,Invest Cont,668.0,0.0,0.0,0.0,11600    VICTORY                      BL,Unknown,34.1867,-118.3851,2023,18,Low
242111376,2024-08-28,2024-08-27,1831,21,Topanga,2156,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0352 0325 2028,0,M,W,406.0,OTHER STORE,0.0,Unknown,IC,Invest Cont,343.0,0.0,0.0,0.0,6600    TOPANGA CANYON               BL,Unknown,34.1904,-118.6059,2024,18,Low
241305781,2024-02-09,2024-01-31,305,13,Newton,1344,2,354,THEFT OF IDENTITY,0100,37,F,B,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,354.0,0.0,0.0,0.0,1000 E  42ND                         ST,Unknown,34.0075,-118.2581,2024,3,Low
231318159,2023-10-01,2023-10-01,110,13,Newton,1309,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1218 1202 1100 0430 1402 0907 2021,62,M,B,101.0,STREET,106.0,UNKNOWN FIREARM,AA,Adult Arrest,230.0,998.0,0.0,0.0,14TH                         ST,ALAMEDA                      ST,34.0254,-118.2392,2023,1,Moderate
240309035,2024-04-09,2024-04-05,1900,3,Southwest,338,2,940,EXTORTION,1251 0913 1915,22,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,940.0,0.0,0.0,0.0,1300 W  29TH                         ST,Unknown,34.0284,-118.2891,2024,19,Low
220606896,2022-03-03,2022-03-03,130,6,Hollywood,631,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0400 0416 0419,23,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,0.0,0.0,0.0,2200    SUNSET PLAZA                 DR,Unknown,34.0986,-118.388,2022,1,Moderate
231312008,2023-06-09,2023-06-07,2230,13,Newton,1331,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,3100 S  GRAND                        AV,Unknown,34.0224,-118.2748,2023,22,Low
201605333,2020-02-02,2020-02-01,1600,16,Foothill,1657,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,TUJUNGA,SAMOA,34.253,-118.2907,2020,16,Low
241005789,2024-02-20,2024-02-19,1200,10,West Valley,1091,1,310,BURGLARY,0358 1202 1822 1607 0344,65,F,W,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,310.0,0.0,0.0,0.0,4100    COLDSTREAM                   TR,Unknown,34.1437,-118.5631,2024,12,Moderate
230117498,2023-08-07,2023-08-06,2200,1,Central,157,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 1218 2032,55,F,B,102.0,SIDEWALK,0.0,Unknown,IC,Invest Cont,341.0,0.0,0.0,0.0,6TH,CROCKER,34.0417,-118.2444,2023,22,Low
211519241,2021-12-31,2021-12-29,900,15,N Hollywood,1538,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,11000    HATTERAS                     ST,Unknown,34.1758,-118.3703,2021,9,Low
200309684,2020-04-10,2020-04-09,2230,3,Southwest,337,2,624,BATTERY - SIMPLE ASSAULT,0319 0356 0913,30,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,624.0,0.0,0.0,0.0,1600 W  JEFFERSON                    BL,Unknown,34.0273,-118.3024,2020,22,Moderate
241611660,2024-12-03,2024-12-01,218,16,Foothill,1693,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,32,M,H,249.0,NURSERY/FLOWER SHOP,0.0,Unknown,IC,Invest Cont,740.0,0.0,0.0,0.0,12200    SATICOY                      ST,Unknown,34.2121,-118.4021,2024,2,Low
241314481,2024-11-04,2024-11-02,1020,13,Newton,1331,2,354,THEFT OF IDENTITY,0922,25,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,354.0,0.0,0.0,0.0,2700 S  GRAND                        AV,Unknown,34.0254,-118.2729,2024,10,Low
241404874,2024-01-18,2024-01-18,1950,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,21,M,H,212.0,TRANSPORTATION FACILITY (AIRPORT),0.0,Unknown,IC,Invest Cont,341.0,0.0,0.0,0.0,500    WORLD WY,Unknown,33.9427,-118.4049,2024,19,Low
210214480,2021-09-11,2021-09-11,1240,2,Rampart,245,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300 1402,23,F,H,101.0,STREET,0.0,Unknown,IC,Invest Cont,745.0,0.0,0.0,0.0,600 S  CARONDELET                   ST,Unknown,34.0609,-118.28,2021,12,Low
230705118,2023-01-18,2023-01-06,1635,7,Wilshire,701,2,354,THEFT OF IDENTITY,0930 0928 0929,57,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,354.0,0.0,0.0,0.0,600 N  HAYWORTH                     AV,Unknown,34.0816,-118.3627,2023,16,Low
231404903,2023-01-25,2023-01-24,1830,14,Pacific,1483,1,510,VEHICLE - STOLEN,Unknown,0,X,X,108.0,PARKING LOT,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,8000    REDLANDS                     ST,Unknown,33.9581,-118.434,2023,18,Low
200219005,2020-12-25,2020-12-25,1030,2,Rampart,256,2,624,BATTERY - SIMPLE ASSAULT,1822 0319 0447 1309,53,M,W,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,0.0,0.0,0.0,WILSHIRE,UNION,34.0554,-118.2702,2020,10,Moderate
220314016,2022-07-21,2022-07-15,1500,3,Southwest,337,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,420.0,0.0,0.0,0.0,1700 W  30TH                         ST,Unknown,34.0273,-118.3028,2022,15,Low
241209476,2024-04-03,2024-04-03,2300,12,77th Street,1266,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0444 0429 0359,22,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,0.0,0.0,0.0,900 W  82ND                         ST,Unknown,33.9661,-118.2849,2024,23,Moderate
230319298,2023-11-06,2023-11-05,1400,3,Southwest,332,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1813 2000 2002 0444,40,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,0.0,0.0,0.0,4500 W  29TH                         ST,Unknown,34.0294,-118.3417,2023,14,Moderate
231214629,2023-06-26,2023-06-25,300,12,77th Street,1232,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 0913 2002 0448 0408 0446 0432 1300,38,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236.0,0.0,0.0,0.0,3300 W  59TH                         PL,Unknown,33.9863,-118.3296,2023,3,Moderate
210912037,2021-07-23,2021-07-23,1300,9,Van Nuys,911,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0431 0913 2000 1813,56,M,O,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,236.0,0.0,0.0,0.0,6800    FIRMAMENT                    AV,Unknown,34.1939,-118.4729,2021,13,Moderate
211006979,2021-04-10,2021-01-28,1950,10,West Valley,1089,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0352 1822,44,F,O,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,341.0,0.0,0.0,0.0,4400    FIRMAMENT                    AV,Unknown,34.1507,-118.4721,2021,19,Low
211204793,2021-01-12,2021-01-12,1150,12,77th Street,1248,1,761,BRANDISH WEAPON,1402 2004 1822 0329 0387 0334,42,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",204.0,FOLDING KNIFE,IC,Invest Cont,761.0,0.0,0.0,0.0,900 W  69TH                         ST,Unknown,33.9772,-118.2915,2021,11,Low
200809851,2020-05-24,2020-05-24,1415,8,West LA,841,2,354,THEFT OF IDENTITY,0100 0930,27,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,354.0,0.0,0.0,0.0,1300 S  SALTAIR                      AV,Unknown,34.0438,-118.4647,2020,14,Low
241006719,2024-03-15,2024-03-13,1700,10,West Valley,1044,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1300 0385,27,M,F,101.0,STREET,0.0,Unknown,IC,Invest Cont,331.0,0.0,0.0,0.0,HATTERAS                     ST,ETIWANDA                     AV,34.1775,-118.5308,2024,17,Low
231513500,2023-08-06,2023-08-05,2340,15,N Hollywood,1531,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,31,M,H,103.0,ALLEY,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740.0,0.0,0.0,0.0,5800    COLDWATER CANYON             AV,Unknown,34.1757,-118.4138,2023,23,Low
240110114,2024-04-09,2024-04-09,1420,1,Central,153,2,888,TRESPASSING,1501 0910,0,M,O,902.0,MTA - RED LINE - PERSHING SQUARE,0.0,Unknown,IC,Invest Cont,888.0,0.0,0.0,0.0,500 S  HILL                         ST,Unknown,34.0488,-118.2518,2024,14,Low
231204896,2023-01-16,2023-01-16,1645,12,77th Street,1219,2,903,CONTEMPT OF COURT,2038 1814,26,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,903.0,0.0,0.0,0.0,400 W  55TH                         ST,Unknown,33.9924,-118.281,2023,16,Low
230109145,2023-03-22,2023-03-18,2300,1,Central,182,2,624,BATTERY - SIMPLE ASSAULT,0416 0913 1817,23,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,0.0,0.0,0.0,1000 S  HOPE                         ST,Unknown,34.0437,-118.2617,2023,23,Moderate
231511392,2023-05-12,2023-05-12,900,15,N Hollywood,1549,2,354,THEFT OF IDENTITY,0377,35,F,O,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,354.0,0.0,0.0,0.0,11000    CUMPSTON                     ST,Unknown,34.17,-118.3703,2023,9,Low
240204508,2024-01-10,2023-08-21,2100,2,Rampart,237,2,354,THEFT OF IDENTITY,1822 0100 0344,33,M,W,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,354.0,0.0,0.0,0.0,1600    CORTEZ                       ST,Unknown,34.0673,-118.2607,2023,21,Low
230916173,2023-11-09,2023-11-08,1400,9,Van Nuys,919,1,310,BURGLARY,0344 1609 0358 1420,0,X,X,210.0,RESTAURANT/FAST FOOD,0.0,Unknown,IC,Invest Cont,310.0,0.0,0.0,0.0,13600    VANOWEN                      ST,Unknown,34.1939,-118.4291,2023,14,Moderate
202009939,2020-05-19,2020-05-18,1900,20,Olympic,2099,1,310,BURGLARY,1402 0344 0358 1607 1822,0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,AA,Adult Arrest,310.0,998.0,0.0,0.0,1400 W  WASHINGTON                   BL,Unknown,34.0401,-118.2864,2020,19,Moderate
210214674,2021-09-15,2021-09-15,620,2,Rampart,271,1,510,VEHICLE - STOLEN,Unknown,0,X,X,108.0,PARKING LOT,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,900 S  LAKE                         ST,Unknown,34.0535,-118.2801,2021,6,Low
200813221,2020-08-22,2020-08-22,1430,8,West LA,889,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 0344 0377 1822,28,F,O,707.0,GARAGE/CARPORT,0.0,Unknown,IC,Invest Cont,331.0,0.0,0.0,0.0,2000 S  CORNING                      ST,Unknown,34.0392,-118.3807,2020,14,Low
200215480,2020-09-25,2020-09-22,1200,2,Rampart,211,2,662,"BUNCO, GRAND THEFT",0344 0701 0800 0342 0121,66,F,H,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,662.0,0.0,0.0,0.0,600 N  BERENDO                      ST,Unknown,34.0817,-118.2941,2020,12,Low
201516136,2020-10-08,2020-10-01,1600,15,N Hollywood,1599,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,53,M,W,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,740.0,0.0,0.0,0.0,7200    WOODROW WILSON               DR,Unknown,34.1244,-118.3498,2020,16,Low
240708530,2024-04-30,2024-04-26,2145,7,Wilshire,765,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0344 0325 1822 0104,0,X,X,203.0,OTHER BUSINESS,0.0,Unknown,IC,Invest Cont,343.0,0.0,0.0,0.0,1300 S  LA BREA                      AV,Unknown,34.0501,-118.3442,2024,21,Low
230209012,2023-04-14,2023-04-14,750,2,Rampart,265,1,210,ROBBERY,0321 1822 0342 0344,42,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,0.0,0.0,0.0,WESTLAKE,JAMES M WOOD,34.0529,-118.2776,2023,7,Moderate
211419583,2021-10-05,2021-09-18,1025,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,57,M,H,212.0,TRANSPORTATION FACILITY (AIRPORT),0.0,Unknown,IC,Invest Cont,440.0,0.0,0.0,0.0,600    WORLD                        WY,Unknown,33.9429,-118.4032,2021,10,Low
220813537,2022-08-20,2022-08-20,1650,8,West LA,852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325 0378,0,M,O,203.0,OTHER BUSINESS,0.0,Unknown,IC,Invest Cont,442.0,0.0,0.0,0.0,11800    SANTA MONICA                 BL,Unknown,34.0428,-118.4582,2022,16,Low
220709162,2022-05-13,2022-05-12,2230,7,Wilshire,737,1,330,BURGLARY FROM VEHICLE,0344 1822 1609 1307 0358,24,M,H,123.0,PARKING UNDERGROUND/BUILDING,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,5200    WILSHIRE                     BL,Unknown,34.0622,-118.3429,2022,22,Moderate
230307742,2023-03-13,2023-03-13,1950,3,Southwest,393,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 2004 1822,22,X,X,210.0,RESTAURANT/FAST FOOD,0.0,Unknown,IC,Invest Cont,740.0,0.0,0.0,0.0,4200    CRENSHAW                     BL,Unknown,34.0084,-118.3351,2023,19,Low
230112019,2023-05-09,2023-05-09,230,1,Central,164,1,310,BURGLARY,0448,24,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,AA,Adult Arrest,310.0,0.0,0.0,0.0,600 S  MAIN                         ST,Unknown,34.0453,-118.2499,2023,2,Moderate
241406867,2024-02-27,2024-02-27,1510,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,73,M,H,212.0,TRANSPORTATION FACILITY (AIRPORT),500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341.0,0.0,0.0,0.0,100    WORLD                        WY,Unknown,33.9455,-118.4004,2024,15,Low
241709316,2024-05-09,2024-05-09,4,17,Devonshire,1723,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609 0913 0360,54,F,O,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,740.0,0.0,0.0,0.0,20800    TULSA                        ST,Unknown,34.2682,-118.5868,2024,0,Low
230509111,2023-05-22,2023-05-22,2130,5,Harbor,585,1,761,BRANDISH WEAPON,0913 0334 0342 0917,50,M,W,501.0,SINGLE FAMILY DWELLING,221.0,GLASS,IC,Invest Cont,761.0,0.0,0.0,0.0,1800 S  ALMA                         ST,Unknown,33.7279,-118.299,2023,21,Low
211600569,2021-02-16,2021-02-16,1725,16,Foothill,1612,1,210,ROBBERY,1402 0344 0400 0421,0,M,X,210.0,RESTAURANT/FAST FOOD,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,210.0,998.0,0.0,0.0,13500    PAXTON                       ST,Unknown,34.2734,-118.4265,2021,17,Moderate
211509368,2021-05-17,2021-05-15,1500,15,N Hollywood,1545,1,310,BURGLARY,0344 1607,0,M,O,721.0,HIGH SCHOOL,0.0,Unknown,IC,Invest Cont,310.0,0.0,0.0,0.0,5200    COLFAX                       AV,Unknown,34.1649,-118.3921,2021,15,Moderate
220219397,2022-10-29,2022-10-29,2000,2,Rampart,211,1,210,ROBBERY,0104 1822 0417 0448 0408 0416 0446 0903 2055 1519,51,M,O,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,0.0,0.0,0.0,600 N  HELIOTROPE                   DR,Unknown,34.0822,-118.2953,2022,20,Moderate
231219274,2023-09-10,2023-09-10,2120,12,77th Street,1267,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0913 0444,32,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,0.0,0.0,0.0,8200 S  FIGUEROA                     ST,Unknown,33.9623,-118.2827,2023,21,Moderate
240709432,2024-06-11,2024-06-11,1635,7,Wilshire,722,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2028,23,X,X,417.0,THE BEVERLY CONNECTION,0.0,Unknown,AA,Adult Arrest,442.0,0.0,0.0,0.0,100    LA CIENEGA                   BL,Unknown,34.0734,-118.3765,2024,16,Low
210916650,2021-11-19,2021-11-17,1630,9,Van Nuys,941,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0446 0417 1414 1420 1300 1822 1218,22,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,0.0,0.0,0.0,15200    BURBANK                      BL,Unknown,34.1766,-118.4589,2021,16,Moderate
241313106,2024-09-17,2024-09-17,1600,13,Newton,1327,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,LONG BEACH                   ST,23RD                         ST,34.0156,-118.2432,2024,16,Low
242111075,2024-08-16,2024-08-16,1544,21,Topanga,2189,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0346 0344 0380,50,F,W,402.0,MARKET,0.0,Unknown,IC,Invest Cont,341.0,0.0,0.0,0.0,20000    VENTURA                      BL,Unknown,34.1719,-118.5682,2024,15,Low
242108444,2024-04-26,2020-02-01,1200,21,Topanga,2149,2,354,THEFT OF IDENTITY,1822 0929 0930,21,F,B,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,354.0,0.0,0.0,0.0,19700    BASSETT                      ST,Unknown,34.196,-118.5633,2020,12,Low
211210879,2021-04-24,2021-04-24,1445,12,77th Street,1268,1,310,BURGLARY,1822 0344 1402,50,F,B,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,310.0,0.0,0.0,0.0,100 W  84TH                         PL,Unknown,33.9623,-118.2783,2021,14,Moderate
220815569,2022-10-15,2022-09-14,1330,8,West LA,852,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0346 1822,56,F,B,203.0,OTHER BUSINESS,0.0,Unknown,IC,Invest Cont,440.0,0.0,0.0,0.0,11700    SANTA MONICA                 BL,Unknown,34.0437,-118.456,2022,13,Low
222014678,2022-08-28,2022-08-27,630,20,Olympic,2053,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 0344,0,X,X,203.0,OTHER BUSINESS,0.0,Unknown,IC,Invest Cont,740.0,0.0,0.0,0.0,3100 W  OLYMPIC                      BL,Unknown,34.0526,-118.3058,2022,6,Low
221113129,2022-08-25,2022-08-25,850,11,Northeast,1179,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0416,24,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,0.0,0.0,0.0,CARLOTA,AVENUE 39,34.0896,-118.2082,2022,8,Moderate
221612753,2022-09-26,2022-09-26,925,16,Foothill,1658,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913 0603,24,F,H,104.0,DRIVEWAY,0.0,Unknown,AO,Adult Other,901.0,0.0,0.0,0.0,6900    VALMONT                      ST,Unknown,34.2518,-118.2817,2022,9,Low
220808294,2022-04-17,2022-04-06,5,8,West LA,801,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,1400    AVENIDA DE CORTEZ,Unknown,34.0728,-118.5627,2022,0,Low
231704702,2023-01-22,2023-01-22,830,17,Devonshire,1758,1,510,VEHICLE - STOLEN,Unknown,0,X,X,108.0,PARKING LOT,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,9900    WOODLEY                      AV,Unknown,34.2502,-118.4849,2023,8,Low
232110967,2023-06-27,2023-06-25,1800,21,Topanga,2143,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,WOODLAKE                     AV,VICTORY                      BL,34.1864,-118.6315,2023,18,Low
230505812,2023-02-18,2023-02-17,2230,5,Harbor,555,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0358 1300 1606 0352,31,M,B,103.0,ALLEY,0.0,Unknown,IC,Invest Cont,331.0,0.0,0.0,0.0,500 W  SANTA CRUZ                   ST,Unknown,33.7442,-118.2879,2023,22,Low
240117496,2024-08-24,2024-06-08,100,1,Central,139,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Unknown,0,X,X,707.0,GARAGE/CARPORT,0.0,Unknown,IC,Invest Cont,420.0,0.0,0.0,0.0,900 E  3RD                          ST,Unknown,34.0459,-118.2352,2024,1,Low
230808281,2023-04-15,2023-04-15,1300,8,West LA,881,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822 0344 1420,0,M,O,203.0,OTHER BUSINESS,0.0,Unknown,IC,Invest Cont,442.0,0.0,0.0,0.0,11700 W  OLYMPIC                      BL,Unknown,34.0342,-118.4478,2023,13,Low
